LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
6.163672,51.8041438,38,Postdeich,,Kleve,,,,,090b2b92b44adfcc
12.4445442,51.3498735,32,Pöppelmannstraße,,Leipzig,,,4328,,
6.8047595,51.2231858,58,Mettmanner Straße,,,,,,,91c3d1002691e105
9.8088983,53.5697365,60,Sülldorfer Kirchenweg,,Hamburg,,,,,7ab1f78b04b2769b
6.4809112,50.8163621,17,Meckerstraße,,Düren,,,,,b04cb212804161f0
6.7552599,51.3138902,69,Einbrunger Straße,,,,,,,15a5df0d1fcd40b9
8.9352594,52.3167982,19,Am Westhof,,Minden,,,,,2f553cdda4ba7780
7.8623695,51.9258438,42,Boschweg,,Everswinkel,,,,,ddd428f1436ef378
12.9409375,51.1591548,3,Ernst-Toller-Straße,,Leisnig,,,4703,,
7.4524286,50.9264521,4,Hündekausen,,Much,,,,,254abee7f5bc378a
7.2777834,51.363023,5,Siepen,,Sprockhövel,,,,,e27a40b3184e90f9
8.5967966,51.6533769,1,Landwehrweg,,Salzkotten,,,,,1be9b5b86b6532c3
7.2598461,51.3427975,89,Haßlinghauser Straße,,Sprockhövel,,,,,0d056049839b0b49
7.6679875,51.0281615,10,Vossbicke,,Bergneustadt,,,,,37d87f803c551002
7.0438811,50.7360311,13,Roisdorfer Weg,,,,,,,72833aad99dc3510
6.5736365,51.4399979,8,Geitlingstraße,,Neukirchen-Vluyn,,,,,7045f24f915c231b
8.6242614,50.0970632,91,Tevesstraße,,Frankfurt am Main,,,60326,,98f67f6d99dbc508
6.9547845,50.9684098,9,Gustav-Nachtigal-Str.,,,,,,,9ea8051a64e3d64f
9.8573736,53.5747668,24,Knabeweg,,Hamburg,,,,,18611715820c1cd1
6.221883,50.5200879,8,Schulweg,,Monschau,,,,,5eb0ece53e84cfa7
7.8505424,50.9994636,14,Im Lenzwieschen,,Olpe,,,,,4562a30889f9d7f2
7.1780218,52.1937553,2,Maximilian-Kolbe-Str.,,Ochtrup,,,,,10f3a359e631e785
6.415104,51.4364911,30,Bruchstr.,,Kerken,,,,,2e4612968ceb5bf3
10.9728594,50.8657947,14,Neue Straße,,Arnstadt,,,,,646d07f54a285060
8.0031042,51.9595698,14,Am Josephshof,,Warendorf,,,,,62b089c197dabd6f
7.4858086,51.5017948,66,Karl-Marx-Straße,,,,,,,d258af9d9142c6cf
8.1288546,50.9289225,5,Andreasstraße,,Netphen,,,,,61351fa173af55a0
6.6570202,51.4415962,14,Arminiusstraße,,Moers,,,,,7cccb5ad57115a41
6.6636956,51.2176848,9,Gladbacher Straße,,Neuss,,,,,6bbb9a63e659ad6f
9.9094242,53.4818537,2,Georg-Heyken-Straße,,Hamburg,,,,,ad74455a9d8e6321
6.8840595,51.0227584,4,Peter-Miebach-Weg,,,,,,,8233c68600cd2871
10.7929379,50.5183217,3,Nahegasse,,Nahetal-Waldau,,,,,bbd89d607b77d399
6.6283778,50.9600616,19,Weißdornweg,,Bergheim,,,,,799548e5e31dde13
12.6408824,51.4938529,12,Am Berg,,Doberschütz,,,4838,,
7.5260496,51.5266272,40,Johann-Heckeroth-Straße,,,,,,,fd73e0b481bacd3b
9.950333,53.5688905,100 b,Eimsbütteler Straße,,Hamburg,,,,,4c06fb883b0b1b36
9.8767179,53.5725604,26,Vorbeckweg,,Hamburg,,,,,b8f9928b9016a523
